query_id	m	theta	hl	segm	gt_l_bucket	gt_r_bucket	gt_J_l	gt_J_r	gt_C_l	gt_C_r	gt_C_l_lmax	gt_C_r_lmax	#J>theta	#C>theta	J>theta	C>theta
S1_1541!NC_060948.1!62403664!62413263!+	472	0.75	629	NC_060948.1	4946	4947	0.591575	0.670175	0.684322	0.811441	0.684322	0.811441	0	1	{}	{(NC_060948.1,4947),}
S1_3597!NC_060948.1!50786051!50800118!+	683	0.75	910	NC_060948.1	2785	2786	0.667105	0.637028	0.767204	0.765739	0.765739	0.765739	0	4	{}	{(NC_060948.1,2785),(NC_060948.1,2786),(NC_060948.1,2789),(NC_060948.1,2790),}
S1_663!NC_060948.1!21754864!21763493!+	408	0.75	544	NC_060948.1	1984	1985	0.633466	0.633466	0.779412	0.779412	0.779412	0.779412	0	2	{}	{(NC_060948.1,1985),(NC_060948.1,1984),}
S1_3587!NC_060948.1!16547002!16556602!+	525	0.75	700	NC_060948.1	1171	1172	0.131332	0.720131	0.148571	0.838095	0.133333	0.838095	0	1	{}	{(NC_060948.1,1172),}
S1_4987!NC_060948.1!9365878!9376613!+	540	0.75	720	NC_060948.1	648	649	0.667188	0.667188	0.790741	0.790741	0.790741	0.790741	0	31	{}	{(NC_060948.1,648),(NC_060948.1,649),(NC_060948.1,635),(NC_060948.1,634),(NC_060948.1,641),(NC_060948.1,642),(NC_060948.1,667),(NC_060948.1,669),(NC_060948.1,626),(NC_060948.1,625),(NC_060948.1,624),(NC_060948.1,668),(NC_060948.1,678),(NC_060948.1,627),(NC_060948.1,673),(NC_060948.1,677),(NC_060948.1,640),(NC_060948.1,666),(NC_060948.1,647),(NC_060948.1,680),(NC_060948.1,674),(NC_060948.1,633),(NC_060948.1,676),(NC_060948.1,620),(NC_060948.1,621),(NC_060948.1,662),(NC_060948.1,639),(NC_060948.1,663),(NC_060948.1,670),(NC_060948.1,646),(NC_060948.1,632),}
S1_3780!NC_060948.1!43516804!43528991!-	634	0.75	845	NC_060948.1	2570	2571	0.565742	0.583843	0.744479	0.752366	0.741325	0.752366	0	8	{}	{(NC_060948.1,2571),(NC_060948.1,2573),(NC_060948.1,2574),(NC_060948.1,2267),(NC_060948.1,2264),(NC_060948.1,2265),(NC_060948.1,2114),(NC_060948.1,2112),}
S1_1505!NC_060948.1!39182428!39191989!+	467	0.75	622	NC_060948.1	3145	3146	0.470859	0.610455	0.698073	0.777302	0.683084	0.777302	0	12	{}	{(NC_060948.1,3146),(NC_060948.1,2865),(NC_060948.1,3562),(NC_060948.1,3488),(NC_060948.1,3073),(NC_060948.1,2901),(NC_060948.1,2937),(NC_060948.1,3110),(NC_060948.1,3527),(NC_060948.1,3489),(NC_060948.1,3914),(NC_060948.1,4006),}
S1_1998!NC_060948.1!5830233!5840200!-	457	0.75	609	NC_060948.1	476	477	0.0238095	0.68609	0.02407	0.798687	0.02407	0.798687	0	2	{}	{(NC_060948.1,478),(NC_060948.1,477),}
S1_3857!NC_060948.1!47319451!47328353!+	505	0.75	673	NC_060948.1	3512	3513	0.604167	0.637705	0.766337	0.770297	0.752475	0.770297	0	29	{}	{(NC_060948.1,3122),(NC_060948.1,3513),(NC_060948.1,3514),(NC_060948.1,3515),(NC_060948.1,3512),(NC_060948.1,3123),(NC_060948.1,3121),(NC_060948.1,2391),(NC_060948.1,2390),(NC_060948.1,3511),(NC_060948.1,3119),(NC_060948.1,3118),(NC_060948.1,3510),(NC_060948.1,3120),(NC_060948.1,2378),(NC_060948.1,3090),(NC_060948.1,3480),(NC_060948.1,2377),(NC_060948.1,3089),(NC_060948.1,3479),(NC_060948.1,2376),(NC_060948.1,3086),(NC_060948.1,3477),(NC_060948.1,3478),(NC_060948.1,2320),(NC_060948.1,2313),(NC_060948.1,2314),(NC_060948.1,2321),(NC_060948.1,2312),}
S1_1526!NC_060948.1!31147754!31154900!-	335	0.75	446	NC_060948.1	3479	3480	0.661692	0.661692	0.79403	0.79403	0.79403	0.79403	0	5	{}	{(NC_060948.1,3480),(NC_060948.1,3479),(NC_060948.1,3482),(NC_060948.1,3481),(NC_060948.1,3483),}
S1_2122!NC_060948.1!29237901!29247640!-	510	0.75	680	NC_060948.1	2136	2137	0.521021	0.705491	0.680392	0.831373	0.680392	0.831373	0	1	{}	{(NC_060948.1,2137),}
S1_4943!NC_060948.1!30006768!30015399!+	450	0.75	600	NC_060948.1	2487	2488	0.575581	0.636029	0.742222	0.771111	0.722222	0.768889	0	4	{}	{(NC_060948.1,2488),(NC_060948.1,2537),(NC_060948.1,2538),(NC_060948.1,2489),}
S1_859!NC_060948.1!3893841!3908666!+	772	0.75	1029	NC_060948.1	187	188	0.610334	0.628081	0.734456	0.765544	0.734456	0.765544	0	1	{}	{(NC_060948.1,188),}
S1_3539!NC_060948.1!43585862!43595930!+	534	0.75	712	NC_060948.1	3056	3057	0.647799	0.653313	0.794007	0.794007	0.794007	0.794007	0	15	{}	{(NC_060948.1,3056),(NC_060948.1,3057),(NC_060948.1,2692),(NC_060948.1,2693),(NC_060948.1,2539),(NC_060948.1,3086),(NC_060948.1,2571),(NC_060948.1,2570),(NC_060948.1,2754),(NC_060948.1,2753),(NC_060948.1,3087),(NC_060948.1,2511),(NC_060948.1,3117),(NC_060948.1,3116),(NC_060948.1,2540),}
S1_4853!NC_060948.1!58461528!58471100!+	440	0.75	586	NC_060948.1	4977	4978	0.493151	0.663498	0.704545	0.793182	0.690909	0.793182	0	6	{}	{(NC_060948.1,4887),(NC_060948.1,4978),(NC_060948.1,5047),(NC_060948.1,4979),(NC_060948.1,4888),(NC_060948.1,5048),}
